name,link,img,shortDescription,version,last_update,count_download,rate,count_viewer,volume,type,category,app_constuctor,price,priceString,homepageUrl,phoneNumber,email,size,pagckage_name
Horror Sandbox: Sprank Monster,https://cafebazaar.ir/app/com.rc21.horror.sandbox.sprunki.ragdoll.playground,https://s.cafebazaar.ir/images/icons/com.rc21.horror.sandbox.sprunki.ragdoll.playground-50211cfd-9872-4cbc-abe6-3bb982f7d9ad_128x128.png,"Horror Sandbox: Sprank MonsterDive into the dark and twisted world of Horror Sandbox: Sprank Monster, a thrilling playground where fear and creativity collide. In this physics-driven sandbox, your mission is simple: torment ragdoll characters using ...",۰.۰.۳,۹ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۷۱ مگابایت,بازی‌های انتخاب بازار,اکشن,Isandares,0,۰ تومان,,,,74612269,com.rc21.horror.sandbox.sprunki.ragdoll.playground
Schoolboy Escape 3D: Runaway,https://cafebazaar.ir/app/com.my.school.boy.game,https://s.cafebazaar.ir/images/icons/com.my.school.boy.game-d2656d41-cc44-49ea-a671-29dd7dd334a6_128x128.png,"Mom & Dad won't let you go out, Can you Avoid Parents & find a way to Escape?",۰.۸,۲۳ دی ۱۴۰۳,کمتر از ۱۰۰,1,۱,۱۱۲ مگابایت,بازی‌های انتخاب بازار,اکشن,Falcon Gamerz,0,۰ تومان,,,,117761569,com.my.school.boy.game
Skyline Slinger: Spider Hero,https://cafebazaar.ir/app/com.tng.ropehero.games.flyinghero.cityspider.vice.town.open.world,https://s.cafebazaar.ir/images/icons/com.tng.ropehero.games.flyinghero.cityspider.vice.town.open.world-d703e70e-4f99-4ddb-8bbe-dfee58755a53_128x128.png,Get ready for Rpg rope hero city for the free fly hero city battles. While play spider fly hero explore and protect crime in Miami rope vice town. In this Super rope adventure city hero Skyline Slinger: Spider Hero. This game has city hero story ...,۱.۱۴,۹ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۱۴۱ مگابایت,بازی‌های انتخاب بازار,اکشن,Corblix Games,0,۰ تومان,,,,148323056,com.tng.ropehero.games.flyinghero.cityspider.vice.town.open.world
Car Driving and Racing Games,https://cafebazaar.ir/app/com.gs.school.car.driving.game,https://s.cafebazaar.ir/images/icons/com.gs.school.car.driving.game-c1e734f8-b97a-4d38-b1a9-7ab2f8e43217_128x128.png,Do real car driving in car drift games and enjoy extreme car drifting games.,۱۶,۱۹ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۹۰ مگابایت,بازی‌های انتخاب بازار,اکشن,Gaming Circle,0,۰ تومان,,,,94364346,com.gs.school.car.driving.game
Squid Game: Unleashed,https://cafebazaar.ir/app/com.netflix.NGP.ProjectKraken,https://s.cafebazaar.ir/images/icons/com.netflix.NGP.ProjectKraken-deaf2693-9c82-4d20-8503-8b439b751ad8_128x128.png,Multiplayer Battle Royale Fun,۰.۰.۷۷۶۴,۱۷ دی ۱۴۰۳,۱،۰۰۰+,3.1,۲۱,۱٫۸۸ گیگابایت,بازی‌های انتخاب بازار,اکشن,"Netflix, Inc.",0,۰ تومان,,,,2008517877,com.netflix.NGP.ProjectKraken
OP: Sailing Kingdom,https://cafebazaar.ir/app/com.rigbdjg.odjfthbfds,https://s.cafebazaar.ir/images/icons/com.rigbdjg.odjfthbfds-d586f797-7ba1-4c49-ad06-055963e30dd2_128x128.png,"In the forgotten corners of history there is a harbor that lies quietly on the edge of the azure sea, as if it were the end of the world. And an ancient and mysterious sea chart guides the new star full of ambition to search for the treasure that ...",۱.۰.۲,۹ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۱٫۱۵ گیگابایت,بازی‌های انتخاب بازار,اکشن,Lachlan Alexander MADDEN,0,۰ تومان,,,,1227212823,com.rigbdjg.odjfthbfds
Barry Tapes: Prison Break,https://cafebazaar.ir/app/com.jail.escape.barry.wasd2025,https://s.cafebazaar.ir/images/icons/com.jail.escape.barry.wasd2025-549834f0-5fce-44c3-8a2f-9d4efe42e6be_128x128.png,Master parkour as you escape traps and guards to break out of prison!,۱.۱,۱۹ دی ۱۴۰۳,کمتر از ۱۰۰,1,۱,۷۳ مگابایت,بازی‌های انتخاب بازار,اکشن,GameStudioMini,0,۰ تومان,,,,76581254,com.jail.escape.barry.wasd2025
Super Light speed hero game,https://cafebazaar.ir/app/com.byteboxgamers.kungfu.superhero.lightning.speed.fighting.game.hero,https://s.cafebazaar.ir/images/icons/com.byteboxgamers.kungfu.superhero.lightning.speed.fighting.game.hero-62e0fd6e-a833-4d08-9c8d-5bb6b6ae815f_128x128.png,"If you want to feel the pleasure and power of fast-moving superheroes and are ready to give mob, gangster squad, and criminals a hard time, then play this amazing and wonderful grand flash superhero rescue light crime city 3d. This Grand flash hero ...",۱.۵,۹ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۶۰ مگابایت,بازی‌های انتخاب بازار,اکشن,Byte Box Gamers,0,۰ تومان,,,,62997862,com.byteboxgamers.kungfu.superhero.lightning.speed.fighting.game.hero
بازی حمله به پایگاه دشمن | کماندویی,https://cafebazaar.ir/app/red.game.comandowar,https://s.cafebazaar.ir/images/icons/red.game.comandowar-8e323107-a476-4c37-a633-bbe0b2868441_128x128.png,بازی اکشن ، بازی هیجانی ، بازی پسرانه ، بازی دخترانه ، بازی معمایی ، بازی فکری ، تیراندازی,game,۸ دی ۱۴۰۳,۱۰۰+,5,۱,۸۸ مگابایت,بازی‌های انتخاب بازار,اکشن,گروه برنامه نویسی قرمز,0,۰ تومان,,,redgroup0511@gmail.com,91925787,red.game.comandowar
بازی کرایسیس3,https://cafebazaar.ir/app/com.raykahf.craysisha,https://s.cafebazaar.ir/images/icons/com.raykahf.craysisha-860090e4-f503-4534-868b-b76e5c1c919e_128x128.png,بازی کرایسیس3 در اندروید,۱.۴,۶ دی ۱۴۰۳,۱۰۰+,5,۱,۲۸ مگابایت,بازی‌های انتخاب بازار,اکشن,مادیکا,0,۰ تومان,,,hasentoo81@gmail.com,29227108,com.raykahf.craysisha
بازی بلومس(توهین آمیز),https://cafebazaar.ir/app/com.raykahf.bivaomxistoob,https://s.cafebazaar.ir/images/icons/com.raykahf.bivaomxistoob-2af55487-3aad-421d-9cd2-f8013e48e47e_128x128.png,بازی بلومس(توهین آمیز) در اندروید,۱.۴,۶ دی ۱۴۰۳,کمتر از ۱۰۰,1,۱,۲۸ مگابایت,بازی‌های انتخاب بازار,اکشن,مادیکا,0,۰ تومان,,,hasentoo81@gmail.com,29216429,com.raykahf.bivaomxistoob
بازی دووم64,https://cafebazaar.ir/app/com.raykahf.doomvnnvg,https://s.cafebazaar.ir/images/icons/com.raykahf.doomvnnvg-820c3670-e237-486b-b981-f3766cf91467_128x128.png,بازی دووم64 در اندروید,۱.۴,۶ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۲۸ مگابایت,بازی‌های انتخاب بازار,اکشن,مادیکا,0,۰ تومان,,,hasentoo81@gmail.com,29179389,com.raykahf.doomvnnvg
بازی دوک ناکم3D,https://cafebazaar.ir/app/com.raykahf.doknakmt,https://s.cafebazaar.ir/images/icons/com.raykahf.doknakmt-bf42ad7e-4d17-4a1b-a84b-75998f4bb764_128x128.png,بازی دوک ناکم3D در اندروید,۱.۴,۶ دی ۱۴۰۳,کمتر از ۱۰۰,5,۱,۲۸ مگابایت,بازی‌های انتخاب بازار,اکشن,مادیکا,0,۰ تومان,,,hasentoo81@gmail.com,29420709,com.raykahf.doknakmt
بازی تیرانداز جدید | عملیات الفا,https://cafebazaar.ir/app/zari.therir.andaz41,https://s.cafebazaar.ir/images/icons/zari.therir.andaz41-4b1c151e-7271-440c-82ba-520604df9550_128x128.png,بازی تیراندازی جدید ، بازی تفنگی ، بازی تفنگی جدید ، بازی اسنایپر ، بازی اسنایپر جدید ، بازی اکشن ، بازی اکشن جدید,game,۵ دی ۱۴۰۳,۱۰۰+,0,۰,۱۳۰ مگابایت,بازی‌های انتخاب بازار,اکشن,گروه برنامه نویسی ذاکر,0,۰ تومان,,,zarikarimian347@gmail.com,135850632,zari.therir.andaz41
مامور پاکسازی (نسخه آزمایشی),https://cafebazaar.ir/app/com.GoldenTree.CleaningAgentDemo,https://s.cafebazaar.ir/images/icons/com.GoldenTree.CleaningAgentDemo-eb54754d-ecc0-4359-873c-dd31e29ce5ba_128x128.png,Cleaning Agent (Test Version),۰.۵.۱,۵ دی ۱۴۰۳,کمتر از ۱۰۰,4.7,۳,۴۴ مگابایت,بازی‌های انتخاب بازار,اکشن,استودیو درخت طلایی,0,۰ تومان,,09301684928,darkbabikool@gmail.com,46451535,com.GoldenTree.CleaningAgentDemo
بازی عملیات نجات | تفنگی |جدید,https://cafebazaar.ir/app/red.game.tofangiwar,https://s.cafebazaar.ir/images/icons/red.game.tofangiwar-f09f3786-0c3f-4323-acea-6ca8155ad148_128x128.png,بازی اکشن ، بازی هیجانی ، بازی پسرانه ، بازی دخترانه ، بازی معمایی ، بازی فکری ، تیراندازی,game,۵ دی ۱۴۰۳,۲۰۰+,3,۲,۱۰۲ مگابایت,بازی‌های انتخاب بازار,اکشن,گروه برنامه نویسی قرمز,0,۰ تومان,,,redgroup0511@gmail.com,107088516,red.game.tofangiwar
بازی فرمانروایان آسمان|امتیازی,https://cafebazaar.ir/app/red.game.warhavapyma,https://s.cafebazaar.ir/images/icons/red.game.warhavapyma-64c6b0a4-20e4-4a01-b5a6-b02a08c43861_128x128.png,بازی هواپیما ، هواپیما جنگی ، جت جنگی ،  جت ، موشک ، ضد هوایی ، سلاح ، بازی جنگی,game,۵ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۶۶ مگابایت,بازی‌های انتخاب بازار,اکشن,گروه برنامه نویسی قرمز,0,۰ تومان,,,redgroup0511@gmail.com,69348579,red.game.warhavapyma
بازی اکشن جدید | عملیات کماندو,https://cafebazaar.ir/app/karen.artesh.solgunss32,https://s.cafebazaar.ir/images/icons/karen.artesh.solgunss32-63af047a-b31b-4049-9778-3c64f55ee536_128x128.png,بازی اکشن ، بازی اکشن جدید ، بازی تفنگی ، بازی تفنگی جدید ، تفنگ بازی ، تفنگ بازی جدید,game,۵ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۱۰۲ مگابایت,بازی‌های انتخاب بازار,اکشن,ideal Games,0,۰ تومان,,,karensoft2022@gmail.com,107072142,karen.artesh.solgunss32
بازی جدید تفنگی کانتر,https://cafebazaar.ir/app/karen.cunter.gan18,https://s.cafebazaar.ir/images/icons/karen.cunter.gan18-be0c9a89-dc6b-4afd-b421-4fad31bcea0f_128x128.png,بازی کانتر ،بازی تفنگی ،تفنگ بازی ،کانتر تروریست،کانتر ،کالاف ،اسلحه ،تفنگ ، بازی جنگی ، بازی مرحله ای,game,۵ دی ۱۴۰۳,۲۰۰+,5,۱,۸۲ مگابایت,بازی‌های انتخاب بازار,اکشن,ideal Games,0,۰ تومان,,,karensoft2022@gmail.com,86497134,karen.cunter.gan18
Horror Haunted House - Defense,https://cafebazaar.ir/app/com.colorwhite.tangpingmoniqi,https://s.cafebazaar.ir/images/icons/com.colorwhite.tangpingmoniqi-ea364df2-e89c-468f-aea0-7a08c4988c52_128x128.png,"Horror Haunted House, a horror and exciting tower defense building game with both offensive and defensive gameplay, and strategic battles!In the game, you need to avoid the pursuit of evil spirits, find an old house that suits them to hide, and ...",۱.۰.۰,۴ دی ۱۴۰۳,کمتر از ۱۰۰,5,۱,۱۸ مگابایت,بازی‌های انتخاب بازار,اکشن,Color White,0,۰ تومان,,,,18380789,com.colorwhite.tangpingmoniqi
Cowboy Hunt Shooter,https://cafebazaar.ir/app/com.dhigames.cowboyhuntshooter,https://s.cafebazaar.ir/images/icons/com.dhigames.cowboyhuntshooter-5a65a233-7550-4d82-95a2-062c1a8f6b54_128x128.png,"Play as a skilled marksman, taking cover and eliminating enemies in intense shootouts. As the challenge escalates, your reflexes will be put to the test. Face powerful foes in epic battles, and upgrade your weapon to become the ultimate shooter. Can ...",۰.۷,۴ دی ۱۴۰۳,۱،۰۰۰+,0,۰,۱۱۰ مگابایت,بازی‌های انتخاب بازار,اکشن,Game Nitro Studio,0,۰ تومان,,,,114891925,com.dhigames.cowboyhuntshooter
Balluum,https://cafebazaar.ir/app/com.saadawigames.balluum,https://s.cafebazaar.ir/images/icons/com.saadawigames.balluum-152020dd-466c-48b6-9cc1-006a0ad2ca0a_128x128.png,Cleaning has never been so much fun before!Keep vacuuming to collect as much balls as possible in order to complete the levels.,۰.۱,۴ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۲۲ مگابایت,بازی‌های انتخاب بازار,اکشن,Inverted Sorrow,0,۰ تومان,,,,23487433,com.saadawigames.balluum
Balveer Fight Game Adventure,https://cafebazaar.ir/app/com.GamesOfNewLife.BalveerFightGameAdventure,https://s.cafebazaar.ir/images/icons/com.GamesOfNewLife.BalveerFightGameAdventure-7db55d21-c9bc-47ba-9d03-b3f24813d9c7_128x128.png,"Welcome to Balveer Fight Game Adventure, the ultimate action-packed Balveer Fighting Game where you'll play as Balveer, the Balveer protagonist of Balveer. In Balveer Fight Game Adventure, fight against devil bosses using your Balveer and slashing ...",۱.۰,۴ دی ۱۴۰۳,۵۰۰+,1,۱,۵۵ مگابایت,بازی‌های انتخاب بازار,اکشن,GamesOfNewLife,0,۰ تومان,,,,57240511,com.GamesOfNewLife.BalveerFightGameAdventure
Open World Gangster Theft Auto,https://cafebazaar.ir/app/com.hash.openworld.gangster.theft.auto,https://s.cafebazaar.ir/images/icons/com.hash.openworld.gangster.theft.auto-c692855c-9d4a-4b00-b797-aaa4b3f22a44_128x128.png,"Welcome to Gangster Theft Auto Crime Vice! Immerse yourself in the thrilling world of crime where lawlessness reigns supreme. Prepare for an immersive experience in Gangster Theft Auto Crime Vice: Crime Simulator, where you'll delve deep into the ...",۲.۶,۴ دی ۱۴۰۳,۱۰۰+,0,۰,۴۵۵ مگابایت,بازی‌های انتخاب بازار,اکشن,Hash Gamez,0,۰ تومان,,,,477608361,com.hash.openworld.gangster.theft.auto
بازی جدید | عملیات ویژه کماندو,https://cafebazaar.ir/app/karen.thecoman.forcewar51,https://s.cafebazaar.ir/images/icons/karen.thecoman.forcewar51-323b9f9c-667b-4a87-ab59-f423a16d7987_128x128.png,بازی تیراندازی ، بازی تیراندازی جدید ، بازی تفنگی ، بازی تفنگی جدید ، بازی جنگی ، بازی جنگی جدید,۱.۰.۸,۴ دی ۱۴۰۳,۱۰۰+,0,۰,۸۸ مگابایت,بازی‌های انتخاب بازار,اکشن,ideal Games,0,۰ تومان,,,karensoft2022@gmail.com,91839781,karen.thecoman.forcewar51
Dodgeball Champions,https://cafebazaar.ir/app/com.fivebits.dodgeballchampions,https://s.cafebazaar.ir/images/icons/com.fivebits.dodgeballchampions-d7160a21-dddd-4c0c-8cc0-1c8d04cd6994_128x128.png,Dodgeball in steroids!!! Now you can be the WORLD Champion of Dodgeball!,۰.۱,۳ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۵۶ مگابایت,بازی‌های انتخاب بازار,اکشن,"Five Bits, Inc.",0,۰ تومان,,,,58395073,com.fivebits.dodgeballchampions
Troll Again: Endless Die Game,https://cafebazaar.ir/app/com.trollgame.again.deadline.run,https://s.cafebazaar.ir/images/icons/com.trollgame.again.deadline.run-563a07d2-548e-4e47-bac6-6d02f323f8bf_128x128.png,"Embark on a Thrilling Journey in ""Troll Again: Endless Die Game""!🌀 Step into the shoes of an overworked office employee, crushed by the weight of deadlines, as you embark on a thrilling 2D pixel adventure in ""Troll Again: Endless Die Game"". ...",۱.۴,۳ دی ۱۴۰۳,۱۰۰+,1,۱,۶۵ مگابایت,بازی‌های انتخاب بازار,اکشن,Amobear Studio,0,۰ تومان,,,,68241269,com.trollgame.again.deadline.run
Insect Shooter: Galaxy Attack,https://cafebazaar.ir/app/co.spiritbomb.space.shooter.galaxy.insect.attack,https://s.cafebazaar.ir/images/icons/co.spiritbomb.space.shooter.galaxy.insect.attack-5880b71f-0608-4923-a7b2-489610521794_128x128.png,"Prepare for an epic space adventure like no other! Insect invasions from distant galaxies have swarmed our planet, and humanity's last hope rests on your shoulders. Take control of a powerful aircraft and engage in a thrilling top-down shoot 'em up ...",۰.۰۰.۴۰,۳ دی ۱۴۰۳,۲،۰۰۰+,4.7,۳,۸۷ مگابایت,بازی‌های انتخاب بازار,اکشن,Spirit Bomb - Arcade Shooting Games,0,۰ تومان,,,,91056037,co.spiritbomb.space.shooter.galaxy.insect.attack
Death Attraction - Horror Game,https://cafebazaar.ir/app/com.Avin.DeathAttraction,https://s.cafebazaar.ir/images/icons/com.Avin.DeathAttraction-933ac574-33ba-4041-b840-208c726d00ab_128x128.png,"🎈 Do you like clown games ? Death Attraction - Horror Game. Escape from the clown's house, a heart-pounding horror game that will send shivers down your spine! Get ready to embark on a thrilling adventure filled with puzzles, exploration, and the ...",۰.۹,۳ دی ۱۴۰۳,۱،۰۰۰+,4.5,۲,۳۵ مگابایت,بازی‌های انتخاب بازار,اکشن,AvinDevGames,0,۰ تومان,,,,36805086,com.Avin.DeathAttraction
Tangle Trap - Bandit Bash,https://cafebazaar.ir/app/com.action.catchy.robbers,https://s.cafebazaar.ir/images/icons/com.action.catchy.robbers-ef4d468b-1f24-4bfc-a389-821759a8109a_128x128.png,"Tangle Trap - Bandit Bash is a fast-paced hyper casual game where you play as a hero armed with tangle to trap and defeat sneaky bandits. Tap to sling tangle, capture robbers, and toss them through the air in vibrant, dynamic levels. With intuitive ...",۱.۶,۳ دی ۱۴۰۳,کمتر از ۱۰۰,5,۱,۱۰۱ مگابایت,بازی‌های انتخاب بازار,اکشن,World Sports Arena,0,۰ تومان,,,,105466982,com.action.catchy.robbers
Cowboy Horse Riding Wild West,https://cafebazaar.ir/app/com.cowboy.west.game,https://s.cafebazaar.ir/images/icons/com.cowboy.west.game-f72c4d1f-9cc4-4a98-bd04-05b7d03c6b79_128x128.png,Time is over now get ready to play this new top free West Cowboy Horse Riding Game Gunfighter Survival Game and are you ready to challenge the Wild West Horse Riding & Racing Game Adventure survival? You have to become a real bounty hunter!! Form a ...,۱.۰.۱۰,۳ دی ۱۴۰۳,۱۰۰+,5,۱,۱۰۱ مگابایت,بازی‌های انتخاب بازار,اکشن,gr8thinkergames,0,۰ تومان,,,,106245261,com.cowboy.west.game
